0,8,189,97
0,9,190,100
0,10,191,103
0,11,192,106
0,12,194,110
0,13,197,110
0,14,201,110
0,15,205,110
0,16,209,111
0,17,213,111
0,18,217,111
0,19,221,111
0,20,225,112
0,21,229,112
0,22,233,112
0,23,236,112
0,24,240,113
0,25,244,113
0,26,248,113
0,27,252,113
0,28,256,114
0,29,260,114
0,30,264,114
0,31,268,114
0,32,272,115
0,33,275,115
0,34,279,115
0,35,283,115
0,36,287,116
0,37,291,116
0,38,295,116
0,39,299,116
0,40,303,117
0,41,307,117
0,42,311,117
0,43,315,118
0,44,319,118
0,45,323,118
0,46,327,118
0,47,331,118
0,48,336,118
0,49,340,119
0,50,344,119
0,51,348,119
0,52,353,119
0,53,357,119
0,54,361,120
0,55,365,120
0,56,369,120
0,57,374,120
0,58,378,120
0,59,382,121
0,60,386,121
0,61,391,121
0,62,395,121
0,63,399,121
0,64,403,122
0,65,407,122
0,66,412,122
0,67,416,122
0,68,420,122
0,69,424,123
0,70,429,123
0,71,433,123
0,72,437,123
0,73,441,123
0,74,446,124
0,75,446,123
0,76,447,123
0,77,448,123
0,78,449,123
0,79,449,123
0,80,450,123
0,81,451,123
0,82,452,123
0,83,452,123
0,84,453,123
0,85,454,123
0,86,455,123
0,87,455,123
0,88,456,123
0,89,457,123
0,90,458,123
0,91,459,123
0,92,459,123
0,93,460,123
0,94,461,123
0,95,462,123
0,96,462,123
0,97,463,123
0,98,464,123
0,99,465,123
0,100,465,123
0,101,466,123
0,102,467,123
0,103,468,123
0,104,469,123
0,105,471,123
0,106,473,124
0,107,475,124
0,108,477,125
0,109,479,126
0,110,481,126
0,111,483,127
0,112,485,127
0,113,487,128
0,114,489,129
0,115,492,129
0,116,494,130
0,117,496,130
0,118,498,131
0,119,500,132
0,120,502,132
0,121,504,133
0,122,506,134
0,123,508,134
0,124,510,135
0,125,513,135
0,126,515,136
0,127,517,137
0,128,519,137
0,129,521,138
0,130,523,138
0,131,525,139
0,132,527,140
0,133,529,140
0,134,531,141
0,135,534,142
0,136,535,144
0,137,537,147
0,138,538,150
0,139,540,153
0,140,541,155
0,141,543,158
0,142,544,161
0,143,546,164
0,144,547,166
0,145,549,169
0,146,550,172
0,147,552,175
0,148,548,185
0,149,547,193
0,150,547,197
0,151,547,202
0,152,547,207
0,153,547,211
0,154,548,216
0,155,548,221
0,156,548,225
0,157,548,230
0,158,549,235
0,159,547,239
0,160,545,242
0,161,543,245
0,162,541,249
0,163,541,254
0,164,541,260
0,165,543,263
0,166,546,267
0,167,549,270
0,168,552,274
0,169,554,277
0,170,557,281
0,171,560,284
0,172,563,288
0,173,568,288
0,174,574,289
0,175,580,290
0,176,586,291
0,177,591,291
0,178,597,292
0,179,603,293
0,180,609,294
0,181,614,294
0,182,620,295
0,183,626,296
0,184,632,297
0,185,638,298
0,186,643,298
0,187,649,299
0,188,655,300
0,189,661,301
0,190,666,301
0,191,672,302
0,192,678,303
0,193,684,304
0,194,690,305
0,195,695,305
0,196,701,306
0,197,707,307
0,198,713,308
0,199,718,308
0,200,724,309
0,201,730,310
0,202,736,311
0,203,742,312
0,204,744,311
0,205,747,310
0,206,749,309
0,207,752,309
0,208,755,308
0,209,757,307
0,210,760,307
0,211,762,306
0,212,765,305
0,213,768,305
0,214,770,304
0,215,773,303
0,216,775,302
0,217,778,302
0,218,781,301
0,219,783,300
0,220,786,300
0,221,788,299
0,222,791,298
0,223,794,298
0,224,796,297
0,225,799,296
0,226,801,295
0,227,804,295
0,228,807,294
0,229,809,293
0,230,812,293
0,231,814,292
0,232,817,291
0,233,820,291
0,234,823,290
0,235,827,290
0,236,830,290
0,237,834,289
0,238,837,289
0,239,841,289
0,240,844,289
0,241,848,288
0,242,851,288
0,243,855,288
0,244,858,287
0,245,862,287
0,246,865,287
0,247,869,287
0,248,872,286
0,249,876,286
0,250,879,286
0,251,883,286
0,252,886,290
0,253,889,295
0,254,892,300
0,255,896,305
0,256,899,310
0,257,902,315
0,258,905,319
0,259,909,324
0,260,912,329
0,261,915,334
0,262,918,339
0,263,922,344
0,264,925,348
0,265,928,353
0,266,931,358
0,267,935,363
0,268,938,368
0,269,941,373
0,270,944,377
0,271,948,382
0,272,951,387
0,273,954,392
0,274,957,397
0,275,961,402
0,276,964,406
0,277,967,411
0,278,970,416
0,279,974,421
0,280,977,426
0,281,980,431
0,282,984,436
0,283,985,439
0,284,987,442
0,285,989,445
0,286,990,448
0,287,992,451
0,288,994,454
0,289,995,457
0,290,997,460
0,291,999,464
0,292,1000,467
0,293,1002,470
0,294,1004,473
0,295,1005,476
0,296,1007,479
0,297,1009,482
0,298,1010,485
0,299,1012,488
0,300,1014,492
1,9,195,33
1,10,195,34
1,11,195,36
1,12,195,38
1,13,195,40
1,14,195,42
1,15,195,44
1,16,195,46
1,17,195,48
1,18,195,50
1,19,196,52
1,20,195,52
1,21,195,53
1,22,195,53
1,23,195,54
1,24,195,54
1,25,195,55
1,26,195,55
1,27,195,56
1,28,195,56
1,29,195,57
1,30,194,57
1,31,194,57
1,32,194,57
1,33,194,57
1,34,194,57
1,35,193,57
1,36,193,57
1,37,193,57
1,38,193,57
1,39,193,58
1,40,192,58
1,41,192,58
1,42,192,58
1,43,192,58
1,44,192,58
1,45,192,58
1,46,192,58
1,47,192,58
1,48,192,58
1,49,192,58
1,50,192,59
1,51,192,60
1,52,192,61
1,53,192,62
1,54,192,63
1,55,192,64
1,56,192,65
1,57,192,66
1,58,192,67
1,59,193,69
1,60,193,72
1,61,193,76
1,62,193,79
1,63,193,83
1,64,193,87
1,65,193,90
1,66,193,94
1,67,193,97
1,68,193,101
1,69,194,105
1,70,199,106
1,71,205,107
1,72,211,108
1,73,217,109
1,74,223,110
1,75,229,111
1,76,235,112
1,77,241,113
1,78,247,114
1,79,253,115
1,80,259,116
1,81,267,116
1,82,276,116
1,83,284,116
1,84,293,116
1,85,301,117
1,86,310,117
1,87,318,117
1,88,327,117
1,89,335,117
1,90,344,118
1,91,346,118
1,92,349,118
1,93,352,118
1,94,354,118
1,95,357,118
1,96,360,118
1,97,362,118
1,98,365,118
1,99,368,118
1,100,371,119
1,101,371,119
1,102,371,119
1,103,371,119
1,104,371,120
1,105,371,120
1,106,371,120
1,107,371,121
1,108,371,121
1,109,371,121
1,110,372,122
1,111,373,122
1,112,374,122
1,113,375,122
1,114,376,122
1,115,377,122
1,116,378,122
1,117,379,122
1,118,381,122
1,119,384,122
1,120,388,122
1,121,392,122
1,122,396,122
1,123,400,122
1,124,404,122
1,125,408,122
1,126,412,122
1,127,416,122
1,128,420,123
1,129,423,122
1,130,427,122
1,131,431,122
1,132,434,122
1,133,438,122
1,134,442,122
1,135,445,122
1,136,449,122
1,137,453,122
1,138,457,122
1,139,453,123
1,140,450,124
1,141,447,125
1,142,443,126
1,143,440,127
1,144,437,128
1,145,434,129
1,146,430,130
1,147,427,131
1,148,424,132
1,149,421,134
1,150,414,134
1,151,408,134
1,152,402,134
1,153,396,134
1,154,390,134
1,155,383,134
1,156,377,134
1,157,371,134
1,158,365,134
1,159,359,134
1,160,358,133
1,161,358,133
1,162,357,133
1,163,357,133
1,164,356,133
1,165,356,133
1,166,355,133
1,167,355,133
1,168,354,133
1,169,354,133
1,170,352,132
1,171,351,132
1,172,350,132
1,173,348,132
1,174,347,132
1,175,346,131
1,176,344,131
1,177,343,131
1,178,342,131
1,179,341,131
